Geography,Category,Data Type,Unit,Current Constant,2016,2017,2018,2019,2020,2021
Myanmar,Consumer Expenditure on Hospital Services,Socio-economic indicators,MMK million,Current Prices,"256,974.9","300,694.2","344,499.4","371,274.5","411,871.4","427,995.3"
Pakistan,Consumer Expenditure on Hospital Services,Socio-economic indicators,PKR million,Current Prices,"250,010.8","262,390.2","303,295.2","377,680.9","392,126.7","439,086.9"
Philippines,Consumer Expenditure on Hospital Services,Socio-economic indicators,PHP million,Current Prices,"113,380.5","128,296.6","138,055.1","150,863.1","144,046.8","157,353.2"
Singapore,Consumer Expenditure on Hospital Services,Socio-economic indicators,SGD million,Current Prices,"2,876.0","3,042.0","3,114.5","3,320.8","2,843.0","3,115.8"
South Korea,Consumer Expenditure on Hospital Services,Socio-economic indicators,KRW million,Current Prices,"7,447,952.3","7,619,490.5","8,205,559.2","9,055,620.0","9,193,183.8","9,675,917.4"
Sri Lanka,Consumer Expenditure on Hospital Services,Socio-economic indicators,LKR million,Current Prices,"38,505.4","37,752.1","40,128.6","43,358.7","43,775.3","49,881.3"
Taiwan,Consumer Expenditure on Hospital Services,Socio-economic indicators,TWD million,Current Prices,"58,335.5","59,449.1","62,324.7","64,988.8","67,288.8","65,280.7"
Thailand,Consumer Expenditure on Hospital Services,Socio-economic indicators,THB million,Current Prices,"75,290.4","86,395.8","97,248.9","103,456.5","106,074.9","103,089.7"
Turkmenistan,Consumer Expenditure on Hospital Services,Socio-economic indicators,TMT million,Current Prices,63.1,69.7,68.5,75.5,74.2,85.8
Uzbekistan,Consumer Expenditure on Hospital Services,Socio-economic indicators,UZS million,Current Prices,"1,787,466.8","2,070,793.0","2,162,131.2","2,594,376.5","2,897,266.4","3,453,095.5"
Vietnam,Consumer Expenditure on Hospital Services,Socio-economic indicators,VND million,Current Prices,"34,842,940.7","39,851,013.6","47,756,760.9","54,683,579.1","56,825,592.8","58,875,073.3"
Australasia,Consumer Expenditure on Hospital Services,Socio-economic indicators,USD million,Current Prices,"2,238.9","2,447.2","2,491.8","2,549.2","2,463.4","2,828.5"
Australia,Consumer Expenditure on Hospital Services,Socio-economic indicators,AUD million,Current Prices,"2,978.7","3,128.3","3,248.7","3,559.0","3,466.3","3,642.9"
New Zealand,Consumer Expenditure on Hospital Services,Socio-economic indicators,NZD million,Current Prices,54.2,70.4,92.5,115.2,122.3,131.5
Eastern Europe,Consumer Expenditure on Hospital Services,Socio-economic indicators,USD million,Current Prices,"4,602.2","5,648.7","7,231.4","7,553.7","7,276.9","8,289.7"
Belarus,Consumer Expenditure on Hospital Services,Socio-economic indicators,BYN million,Current Prices,419.6,474.6,569.5,640.6,666.7,754.4
Bosnia and Herzegovina,Consumer Expenditure on Hospital Services,Socio-economic indicators,BAM million,Current Prices,229.8,234.3,234.0,250.6,242.9,266.2
Bulgaria,Consumer Expenditure on Hospital Services,Socio-economic indicators,BGN million,Current Prices,626.3,663.7,705.9,765.1,798.7,885.6
Croatia,Consumer Expenditure on Hospital Services,Socio-economic indicators,HRK million,Current Prices,785.9,786.0,815.1,849.2,710.1,895.0
Czech Republic,Consumer Expenditure on Hospital Services,Socio-economic indicators,CZK million,Current Prices,"5,261.0","6,246.0","7,005.9","7,055.1","7,355.6","7,569.3"
Estonia,Consumer Expenditure on Hospital Services,Socio-economic indicators,EUR million,Current Prices,56.5,57.3,59.8,60.3,58.5,69.0
Georgia,Consumer Expenditure on Hospital Services,Socio-economic indicators,GEL million,Current Prices,960.8,"1,081.1","1,166.2","1,306.5","1,510.2","1,829.4"
Hungary,Consumer Expenditure on Hospital Services,Socio-economic indicators,HuF million,Current Prices,"67,645.5","77,144.9","79,069.6","83,504.3","86,862.9","92,753.2"
Latvia,Consumer Expenditure on Hospital Services,Socio-economic indicators,EUR million,Current Prices,95.2,107.0,113.6,123.1,147.3,137.8
Lithuania,Consumer Expenditure on Hospital Services,Socio-economic indicators,EUR million,Current Prices,52.7,51.7,52.8,67.8,75.9,73.7
Montenegro,Consumer Expenditure on Hospital Services,Socio-economic indicators,EUR million,Current Prices,2.9,3.6,4.2,4.0,3.6,3.8
North Macedonia,Consumer Expenditure on Hospital Services,Socio-economic indicators,MKD million,Current Prices,346.1,345.3,357.3,297.1,279.7,326.7
Poland,Consumer Expenditure on Hospital Services,Socio-economic indicators,PLN million,Current Prices,"1,577.2","1,884.6","1,978.8","2,266.5","2,329.0","2,570.8"
Romania,Consumer Expenditure on Hospital Services,Socio-economic indicators,RON million,Current Prices,325.4,391.0,435.6,476.5,503.0,541.7
Russia,Consumer Expenditure on Hospital Services,Socio-economic indicators,RUB million,Current Prices,"90,186.2","113,261.0","190,373.2","202,171.6","199,323.3","232,339.6"
Serbia,Consumer Expenditure on Hospital Services,Socio-economic indicators,RSD million,Current Prices,"13,736.5","14,450.8","16,882.1","17,573.9","17,842.7","19,668.9"
Slovakia,Consumer Expenditure on Hospital Services,Socio-economic indicators,EUR million,Current Prices,145.8,151.9,160.4,164.3,167.5,175.7
Slovenia,Consumer Expenditure on Hospital Services,Socio-economic indicators,EUR million,Current Prices,119.7,127.3,138.9,134.5,131.1,151.1
Ukraine,Consumer Expenditure on Hospital Services,Socio-economic indicators,UAH million,Current Prices,"9,813.2","12,370.9","15,543.0","19,141.4","20,574.6","25,151.5"
Latin America,Consumer Expenditure on Hospital Services,Socio-economic indicators,USD million,Current Prices,"66,472.9","80,893.7","82,211.9","83,903.0","73,262.0","78,066.7"
Argentina,Consumer Expenditure on Hospital Services,Socio-economic indicators,ARS million,Current Prices,"94,896.0","142,172.2","237,678.8","353,161.3","436,737.3","707,969.5"
Bolivia,Consumer Expenditure on Hospital Services,Socio-economic indicators,BOB million,Current Prices,"2,659.6","2,890.2","3,078.9","3,197.2","2,899.8","3,098.5"
Brazil,Consumer Expenditure on Hospital Services,Socio-economic indicators,BRL million,Current Prices,"146,221.3","167,032.9","191,913.6","215,588.8","243,515.5","263,099.3"
Chile,Consumer Expenditure on Hospital Services,Socio-economic indicators,CLP million,Current Prices,"934,844.0","1,047,709.8","1,138,096.1","1,184,122.7","1,139,738.2","1,436,672.2"
Colombia,Consumer Expenditure on Hospital Services,Socio-economic indicators,COP million,Current Prices,"4,545,823.5","5,145,811.4","5,848,191.0","6,646,897.8","6,518,814.8","7,753,634.6"
Costa Rica,Consumer Expenditure on Hospital Services,Socio-economic indicators,CRC million,Current Prices,"328,175.6","363,890.6","387,592.7","406,303.0","401,880.2","427,912.7"
Dominican Republic,Consumer Expenditure on Hospital Services,Socio-economic indicators,DOP million,Current Prices,"23,818.6","25,427.2","27,788.5","29,613.5","29,831.1","34,021.5"
Ecuador,Consumer Expenditure on Hospital Services,Socio-economic indicators,USD million,Current Prices,"1,228.8","1,278.2","1,311.7","1,316.0","1,198.2","1,304.5"
El Salvador,Consumer Expenditure on Hospital Services,Socio-economic indicators,USD million,Current Prices,158.1,163.4,170.5,177.2,157.8,181.4
Guatemala,Consumer Expenditure on Hospital Services,Socio-economic indicators,GTQ million,Current Prices,"2,149.7","2,261.6","2,444.0","2,614.7","2,666.1","2,968.3"
Honduras,Consumer Expenditure on Hospital Services,Socio-economic indicators,HNL million,Current Prices,"1,701.3","1,743.6","1,937.4","2,086.1","1,988.0","2,201.0"
Mexico,Consumer Expenditure on Hospital Services,Socio-economic indicators,MXN million,Current Prices,"89,471.4","96,395.2","103,820.8","110,459.6","104,513.9","113,370.9"
Panama,Consumer Expenditure on Hospital Services,Socio-economic indicators,PAB million,Current Prices,"1,177.9","1,239.8","1,315.7","1,364.3","1,119.6","1,255.2"
Paraguay,Consumer Expenditure on Hospital Services,Socio-economic indicators,PYG million,Current Prices,"1,174,158.1","1,275,413.8","1,382,081.6","1,449,399.6","1,429,548.4","1,584,389.1"
Peru,Consumer Expenditure on Hospital Services,Socio-economic indicators,PEN million,Current Prices,"2,913.7","3,055.3","3,196.4","3,345.0","3,109.1","3,543.9"
Uruguay,Consumer Expenditure on Hospital Services,Socio-economic indicators,UYU million,Current Prices,"11,206.9","12,095.5","13,110.0","14,007.8","14,297.8","15,724.9"
Venezuela,Consumer Expenditure on Hospital Services,Socio-economic indicators,VES million,Current Prices,0.9,3.8,"2,016.1","285,877.9","4,772,312.1","77,411,746.9"
Middle East and Africa,Consumer Expenditure on Hospital Services,Socio-economic indicators,USD million,Current Prices,"28,898.6","30,798.2","33,119.9","33,621.3","30,763.5","36,469.4"
Algeria,Consumer Expenditure on Hospital Services,Socio-economic indicators,DZD million,Current Prices,"19,107.0","19,983.0","20,782.0","21,794.9","21,690.2","23,695.5"
Angola,Consumer Expenditure on Hospital Services,Socio-economic indicators,AOA million,Current Prices,"89,304.7","110,798.1","136,841.0","171,702.0","204,960.3","261,269.1"
Bahrain,Consumer Expenditure on Hospital Services,Socio-economic indicators,BHD million,Current Prices,26.2,25.8,26.0,25.6,24.2,24.7
Cameroon,Consumer Expenditure on Hospital Services,Socio-economic indicators,XAF million,Current Prices,"37,140.4","38,792.2","40,925.2","43,131.1","43,747.7","45,763.7"
Côte d'Ivoire,Consumer Expenditure on Hospital Services,Socio-economic indicators,XOF million,Current Prices,"171,925.3","186,972.5","207,620.8","220,510.2","226,286.0","248,386.2"
Egypt,Consumer Expenditure on Hospital Services,Socio-economic indicators,EGP million,Current Prices,"40,114.1","54,644.6","65,231.8","70,475.3","77,922.4","92,809.1"
Ethiopia,Consumer Expenditure on Hospital Services,Socio-economic indicators,ETB million,Current Prices,"3,098.2","3,668.6","4,608.7","6,300.3","8,300.5","10,882.4"
Ghana,Consumer Expenditure on Hospital Services,Socio-economic indicators,GHS million,Current Prices,604.7,735.2,838.7,992.6,"1,076.4",932.9
Iran,Consumer Expenditure on Hospital Services,Socio-economic indicators,IRR million,Current Prices,"26,294,710.5","29,878,475.2","38,308,704.6","50,615,790.2","71,692,272.1","107,021,814.1"
Iraq,Consumer Expenditure on Hospital Services,Socio-economic indicators,IQD million,Current Prices,"1,208,569.4","1,258,587.5","1,305,948.1","1,334,049.9","1,135,102.7","1,263,883.0"
Israel,Consumer Expenditure on Hospital Services,Socio-economic indicators,ILS million,Current Prices,"2,461.1","2,709.3","2,745.9","2,898.8","2,643.0","2,953.6"
Jordan,Consumer Expenditure on Hospital Services,Socio-economic indicators,JOD million,Current Prices,137.3,171.3,178.5,175.4,179.5,180.7
Kenya,Consumer Expenditure on Hospital Services,Socio-economic indicators,KES million,Current Prices,"22,974.1","23,112.3","24,365.2","26,196.2","26,950.6","29,670.9"
Kuwait,Consumer Expenditure on Hospital Services,Socio-economic indicators,KWD million,Current Prices,24.2,25.1,25.7,25.7,20.0,20.1
Lebanon,Consumer Expenditure on Hospital Services,Socio-economic indicators,LBP million,Current Prices,"1,374,318.8","1,477,967.0","1,564,915.5","1,550,826.8","1,931,873.5","4,730,174.9"
Morocco,Consumer Expenditure on Hospital Services,Socio-economic indicators,MAD million,Current Prices,"1,848.6","1,910.0","1,986.1","2,031.1","1,928.5","2,070.6"
Nigeria,Consumer Expenditure on Hospital Services,Socio-economic indicators,NGN million,Current Prices,"376,799.5","415,400.5","446,559.2","489,651.9","486,143.5","611,358.9"
Oman,Consumer Expenditure on Hospital Services,Socio-economic indicators,OMR million,Current Prices,3.9,4.1,4.0,4.0,3.5,3.5
Qatar,Consumer Expenditure on Hospital Services,Socio-economic indicators,QAR million,Current Prices,"1,068.9","1,144.3","1,197.0","1,246.6","1,125.5","1,222.6"
Saudi Arabia,Consumer Expenditure on Hospital Services,Socio-economic indicators,SAR million,Current Prices,"3,721.7","3,731.4","3,826.9","3,873.3","3,904.4","4,442.3"
South Africa,Consumer Expenditure on Hospital Services,Socio-economic indicators,ZAR million,Current Prices,"165,866.0","180,079.1","196,026.9","208,745.8","201,210.3","223,732.1"
Tanzania,Consumer Expenditure on Hospital Services,Socio-economic indicators,TZS million,Current Prices,"692,274.2","774,967.9","842,809.4","898,115.8","970,075.8","1,050,161.4"
Tunisia,Consumer Expenditure on Hospital Services,Socio-economic indicators,TND million,Current Prices,708.5,770.6,866.4,959.4,"1,003.0","1,092.7"
Uganda,Consumer Expenditure on Hospital Services,Socio-economic indicators,UGX million,Current Prices,"943,563.9","1,037,232.2","1,152,791.7","1,254,530.2","1,287,952.2","1,368,933.5"
United Arab Emirates,Consumer Expenditure on Hospital Services,Socio-economic indicators,AED million,Current Prices,"1,138.3","1,235.2","1,374.3","1,394.7","1,203.2","1,229.7"
North America,Consumer Expenditure on Hospital Services,Socio-economic indicators,USD million,Current Prices,"1,180,239.6","1,211,222.4","1,265,499.2","1,330,141.2","1,246,066.7","1,382,443.4"
Canada,Consumer Expenditure on Hospital Services,Socio-economic indicators,CAD million,Current Prices,"3,211.0","3,334.9","3,483.8","3,471.5","2,798.3","3,498.7"
USA,Consumer Expenditure on Hospital Services,Socio-economic indicators,USD million,Current Prices,"1,177,817.0","1,208,652.6","1,262,810.5","1,327,525.0","1,243,980.1","1,379,653.1"
Western Europe,Consumer Expenditure on Hospital Services,Socio-economic indicators,USD million,Current Prices,"65,097.5","68,446.9","73,655.6","71,637.1","67,331.7","75,396.2"
Austria,Consumer Expenditure on Hospital Services,Socio-economic indicators,EUR million,Current Prices,"1,504.0","1,513.3","1,546.1","1,606.5","1,483.0","1,567.4"
Belgium,Consumer Expenditure on Hospital Services,Socio-economic indicators,EUR million,Current Prices,"6,748.6","6,978.7","7,483.2","7,643.2","7,074.9","7,723.0"
Denmark,Consumer Expenditure on Hospital Services,Socio-economic indicators,DKK million,Current Prices,"4,107.4","4,115.1","4,175.8","4,206.3","4,178.6","4,485.5"
Finland,Consumer Expenditure on Hospital Services,Socio-economic indicators,EUR million,Current Prices,956.0,998.0,"1,066.5","1,090.4","1,068.0","1,137.1"
France,Consumer Expenditure on Hospital Services,Socio-economic indicators,EUR million,Current Prices,"7,124.0","7,040.9","7,181.1","7,085.1","6,533.4","6,987.4"
Germany,Consumer Expenditure on Hospital Services,Socio-economic indicators,EUR million,Current Prices,"16,747.0","17,148.0","17,914.0","18,683.0","17,690.0","18,903.9"
Greece,Consumer Expenditure on Hospital Services,Socio-economic indicators,EUR million,Current Prices,"1,629.9","1,654.6","1,883.0","1,693.8","1,536.3","1,660.0"
Ireland,Consumer Expenditure on Hospital Services,Socio-economic indicators,EUR million,Current Prices,"2,258.0","2,226.8","2,310.6","2,441.3","2,212.4","2,359.4"
Italy,Consumer Expenditure on Hospital Services,Socio-economic indicators,EUR million,Current Prices,"5,420.4","5,577.2","5,612.3","5,594.1","5,156.6","5,593.3"
Netherlands,Consumer Expenditure on Hospital Services,Socio-economic indicators,EUR million,Current Prices,"2,522.0","2,560.0","2,607.0","2,650.0","2,714.7","2,915.4"
Norway,Consumer Expenditure on Hospital Services,Socio-economic indicators,NOK million,Current Prices,938.0,983.0,"1,093.4","1,107.0","1,073.8","1,160.8"
Portugal,Consumer Expenditure on Hospital Services,Socio-economic indicators,EUR million,Current Prices,328.8,343.3,361.6,381.4,381.1,381.1
Spain,Consumer Expenditure on Hospital Services,Socio-economic indicators,EUR million,Current Prices,"2,838.0","3,555.0","3,840.4","4,142.0","3,812.2","4,073.8"
Sweden,Consumer Expenditure on Hospital Services,Socio-economic indicators,SEK million,Current Prices,"1,740.0","1,836.0","1,841.0","1,826.5","1,798.5","1,987.9"
Switzerland,Consumer Expenditure on Hospital Services,Socio-economic indicators,CHF million,Current Prices,"2,852.5","3,297.4","3,317.8","3,550.7","3,442.6","3,528.9"
Turkey,Consumer Expenditure on Hospital Services,Socio-economic indicators,TRY million,Current Prices,"5,501.2","7,768.1","9,556.6","11,758.2","13,797.1","21,844.7"
United Kingdom,Consumer Expenditure on Hospital Services,Socio-economic indicators,GBP million,Current Prices,"4,320.2","4,364.4","4,177.2","4,045.2","2,848.8","3,184.1"
