Geography,Category,Data Type,Unit,Current Constant,2016,2017,2018,2019,2020,2021
Turkmenistan,Population Aged 60-64,Socio-economic indicators,000,-,163.2,173.7,183.6,192.7,201.0,208.7
Uzbekistan,Population Aged 60-64,Socio-economic indicators,000,-,952.2,"1,018.7","1,073.1","1,120.9","1,168.4","1,220.4"
Vanuatu,Population Aged 60-64,Socio-economic indicators,000,-,5.5,5.8,6.1,6.4,6.7,7.1
Vietnam,Population Aged 60-64,Socio-economic indicators,000,-,"3,607.7","3,849.9","4,065.4","4,256.3","4,420.1","4,576.0"
Australasia,Population Aged 60-64,Socio-economic indicators,000,-,"1,557.9","1,592.8","1,626.6","1,667.6","1,723.1","1,754.5"
Australia,Population Aged 60-64,Socio-economic indicators,000,-,"1,304.9","1,332.0","1,359.1","1,391.9","1,437.4","1,459.8"
New Zealand,Population Aged 60-64,Socio-economic indicators,000,-,253.0,260.7,267.5,275.7,285.7,294.7
Eastern Europe,Population Aged 60-64,Socio-economic indicators,000,-,"21,351.1","21,626.7","21,824.9","22,108.3","22,090.4","22,179.7"
Albania,Population Aged 60-64,Socio-economic indicators,000,-,159.2,166.5,173.8,180.6,186.5,191.3
Belarus,Population Aged 60-64,Socio-economic indicators,000,-,582.3,599.3,619.0,648.0,665.2,677.6
Bosnia and Herzegovina,Population Aged 60-64,Socio-economic indicators,000,-,254.9,257.1,256.5,255.9,256.7,259.7
Bulgaria,Population Aged 60-64,Socio-economic indicators,000,-,493.1,493.3,487.5,480.5,474.8,469.5
Croatia,Population Aged 60-64,Socio-economic indicators,000,-,292.6,299.1,298.5,297.7,295.6,292.8
Czech Republic,Population Aged 60-64,Socio-economic indicators,000,-,721.4,712.0,698.6,679.0,651.6,625.0
Estonia,Population Aged 60-64,Socio-economic indicators,000,-,83.5,83.6,84.1,85.1,85.7,85.8
Georgia,Population Aged 60-64,Socio-economic indicators,000,-,227.5,230.7,234.1,237.3,241.2,247.3
Hungary,Population Aged 60-64,Socio-economic indicators,000,-,725.1,731.4,721.9,694.9,651.4,612.6
Latvia,Population Aged 60-64,Socio-economic indicators,000,-,122.5,123.4,125.9,129.7,131.8,133.5
Lithuania,Population Aged 60-64,Socio-economic indicators,000,-,171.4,173.2,178.4,188.0,196.7,204.0
Moldova,Population Aged 60-64,Socio-economic indicators,000,-,273.2,275.2,270.0,262.9,258.1,258.2
Montenegro,Population Aged 60-64,Socio-economic indicators,000,-,41.1,41.0,40.6,40.1,39.8,39.8
North Macedonia,Population Aged 60-64,Socio-economic indicators,000,-,122.9,126.0,126.8,127.9,128.8,130.0
Poland,Population Aged 60-64,Socio-economic indicators,000,-,"2,726.5","2,751.8","2,773.3","2,776.0","2,756.7","2,680.2"
Romania,Population Aged 60-64,Socio-economic indicators,000,-,"1,344.9","1,356.3","1,350.0","1,340.3","1,297.3","1,238.0"
Russia,Population Aged 60-64,Socio-economic indicators,000,-,"9,294.5","9,456.5","9,626.8","9,866.9","9,945.0","10,140.5"
Serbia,Population Aged 60-64,Socio-economic indicators,000,-,558.8,558.8,533.0,514.2,491.1,480.0
Slovakia,Population Aged 60-64,Socio-economic indicators,000,-,363.3,366.6,367.0,365.4,359.9,353.7
Slovenia,Population Aged 60-64,Socio-economic indicators,000,-,144.1,146.5,146.5,145.4,144.7,144.5
Ukraine,Population Aged 60-64,Socio-economic indicators,000,-,"2,648.3","2,678.4","2,712.5","2,792.6","2,831.7","2,915.7"
Latin America,Population Aged 60-64,Socio-economic indicators,000,-,"23,155.6","23,876.1","24,552.7","25,285.6","26,071.1","26,893.5"
Antigua and Barbuda,Population Aged 60-64,Socio-economic indicators,000,-,3.8,4.0,4.2,4.4,4.7,4.9
Argentina,Population Aged 60-64,Socio-economic indicators,000,-,"1,839.8","1,858.2","1,877.4","1,899.5","1,923.1","1,950.0"
Aruba,Population Aged 60-64,Socio-economic indicators,000,-,6.7,7.0,7.2,7.4,7.7,8.0
Bahamas,Population Aged 60-64,Socio-economic indicators,000,-,13.8,14.6,15.6,16.5,17.6,18.7
Barbados,Population Aged 60-64,Socio-economic indicators,000,-,16.4,17.0,17.5,18.1,18.5,19.0
Belize,Population Aged 60-64,Socio-economic indicators,000,-,8.4,8.8,9.3,9.9,10.4,11.1
Bolivia,Population Aged 60-64,Socio-economic indicators,000,-,306.7,313.5,320.6,328.2,336.2,344.6
Brazil,Population Aged 60-64,Socio-economic indicators,000,-,"8,320.9","8,589.1","8,827.3","9,113.8","9,427.8","9,737.7"
Chile,Population Aged 60-64,Socio-economic indicators,000,-,891.0,919.6,945.1,969.5,994.0,"1,020.1"
Colombia,Population Aged 60-64,Socio-economic indicators,000,-,"1,845.9","1,900.9","1,954.5","2,012.0","2,078.0","2,158.3"
Costa Rica,Population Aged 60-64,Socio-economic indicators,000,-,191.7,200.8,209.5,218.0,226.6,235.5
Cuba,Population Aged 60-64,Socio-economic indicators,000,-,603.7,592.7,583.9,586.1,607.0,652.2
Curacao,Population Aged 60-64,Socio-economic indicators,000,-,10.2,10.4,10.6,10.9,11.2,11.6
Dominican Republic,Population Aged 60-64,Socio-economic indicators,000,-,334.8,348.6,362.3,375.6,388.6,401.1
Ecuador,Population Aged 60-64,Socio-economic indicators,000,-,533.6,552.3,568.0,582.3,596.5,612.2
El Salvador,Population Aged 60-64,Socio-economic indicators,000,-,208.0,211.5,214.4,217.4,221.0,225.4
French Guiana,Population Aged 60-64,Socio-economic indicators,000,-,8.3,8.8,9.2,9.5,9.9,10.1
Grenada,Population Aged 60-64,Socio-economic indicators,000,-,4.6,4.9,5.2,5.5,5.7,5.9
Guadeloupe,Population Aged 60-64,Socio-economic indicators,000,-,25.2,25.5,26.0,26.4,27.0,27.8
Guatemala,Population Aged 60-64,Socio-economic indicators,000,-,371.0,381.3,388.8,395.4,402.2,410.5
Guyana,Population Aged 60-64,Socio-economic indicators,000,-,24.7,26.0,27.5,28.9,30.2,31.3
Haiti,Population Aged 60-64,Socio-economic indicators,000,-,268.7,276.0,281.6,286.9,293.0,300.5
Honduras,Population Aged 60-64,Socio-economic indicators,000,-,205.5,214.0,221.9,229.6,237.3,245.5
Jamaica,Population Aged 60-64,Socio-economic indicators,000,-,103.2,108.1,113.5,119.0,124.1,128.4
Martinique,Population Aged 60-64,Socio-economic indicators,000,-,25.7,26.3,26.9,27.6,28.3,29.1
Mexico,Population Aged 60-64,Socio-economic indicators,000,-,"3,925.2","4,079.7","4,236.2","4,391.9","4,544.8","4,696.2"
Nicaragua,Population Aged 60-64,Socio-economic indicators,000,-,173.9,183.0,189.8,195.0,199.3,203.6
Panama,Population Aged 60-64,Socio-economic indicators,000,-,135.8,141.5,147.4,153.5,159.7,166.0
Paraguay,Population Aged 60-64,Socio-economic indicators,000,-,204.1,209.0,213.1,216.8,220.4,224.3
Peru,Population Aged 60-64,Socio-economic indicators,000,-,"1,069.9","1,118.9","1,164.5","1,206.9","1,247.6","1,286.2"
Puerto Rico,Population Aged 60-64,Socio-economic indicators,000,-,180.2,184.0,188.6,192.9,196.3,197.5
St Lucia,Population Aged 60-64,Socio-economic indicators,000,-,6.9,7.2,7.6,8.0,8.4,8.9
St Vincent and the Grenadines,Population Aged 60-64,Socio-economic indicators,000,-,4.5,4.7,4.9,5.1,5.3,5.5
Suriname,Population Aged 60-64,Socio-economic indicators,000,-,17.7,18.3,19.2,20.2,21.6,23.3
Trinidad and Tobago,Population Aged 60-64,Socio-economic indicators,000,-,67.7,69.4,71.1,73.2,75.7,78.8
Uruguay,Population Aged 60-64,Socio-economic indicators,000,-,165.8,169.4,173.2,177.0,180.5,183.4
US Virgin Islands,Population Aged 60-64,Socio-economic indicators,000,-,7.0,7.1,7.2,7.4,7.5,7.5
Venezuela,Population Aged 60-64,Socio-economic indicators,000,-,"1,024.7","1,064.0","1,102.0","1,139.3","1,177.4","1,212.8"
Middle East and Africa,Population Aged 60-64,Socio-economic indicators,000,-,"29,305.9","30,422.7","31,536.1","32,655.2","33,753.5","34,927.1"
Algeria,Population Aged 60-64,Socio-economic indicators,000,-,"1,270.6","1,308.4","1,334.5","1,358.0","1,387.3","1,429.1"
Angola,Population Aged 60-64,Socio-economic indicators,000,-,376.0,396.9,422.4,451.2,482.0,513.3
Bahrain,Population Aged 60-64,Socio-economic indicators,000,-,29.7,34.4,37.6,39.8,41.4,42.9
Benin,Population Aged 60-64,Socio-economic indicators,000,-,189.4,196.3,203.4,210.7,218.6,227.1
Botswana,Population Aged 60-64,Socio-economic indicators,000,-,52.2,54.4,56.4,57.9,59.1,60.0
Burkina Faso,Population Aged 60-64,Socio-economic indicators,000,-,269.0,280.1,291.9,304.2,316.8,329.7
Burundi,Population Aged 60-64,Socio-economic indicators,000,-,170.7,181.0,189.5,196.2,201.3,205.1
Cabo Verde,Population Aged 60-64,Socio-economic indicators,000,-,13.2,13.9,14.4,14.8,15.4,16.3
Cameroon,Population Aged 60-64,Socio-economic indicators,000,-,378.0,387.5,397.4,408.2,420.3,434.2
Central African Republic,Population Aged 60-64,Socio-economic indicators,000,-,74.0,75.7,77.4,79.2,81.0,82.7
Chad,Population Aged 60-64,Socio-economic indicators,000,-,218.5,224.1,228.4,232.2,236.0,240.7
Comoros,Population Aged 60-64,Socio-economic indicators,000,-,14.9,15.6,16.3,16.9,17.5,18.1
"Congo, Democratic Republic",Population Aged 60-64,Socio-economic indicators,000,-,"1,290.6","1,333.9","1,381.8","1,433.1","1,486.4","1,541.2"
Congo-Brazzaville,Population Aged 60-64,Socio-economic indicators,000,-,81.0,84.6,88.4,92.6,97.3,102.4
Côte d'Ivoire,Population Aged 60-64,Socio-economic indicators,000,-,430.8,443.3,454.4,464.6,474.8,485.4
Djibouti,Population Aged 60-64,Socio-economic indicators,000,-,20.9,21.9,23.2,24.7,26.3,27.9
Egypt,Population Aged 60-64,Socio-economic indicators,000,-,"2,463.9","2,561.5","2,684.4","2,810.6","2,929.4","3,032.8"
Equatorial Guinea,Population Aged 60-64,Socio-economic indicators,000,-,19.3,19.6,19.7,19.7,19.7,19.6
Eritrea,Population Aged 60-64,Socio-economic indicators,000,-,69.3,68.5,67.9,67.8,68.4,69.9
Eswatini,Population Aged 60-64,Socio-economic indicators,000,-,19.5,19.5,19.5,19.6,19.6,19.6
Ethiopia,Population Aged 60-64,Socio-economic indicators,000,-,"1,802.7","1,864.2","1,930.9","1,996.6","2,056.3","2,107.0"
Gabon,Population Aged 60-64,Socio-economic indicators,000,-,35.7,36.7,37.9,39.2,40.6,42.2
Gambia,Population Aged 60-64,Socio-economic indicators,000,-,29.8,30.4,31.3,32.5,34.0,35.9
Ghana,Population Aged 60-64,Socio-economic indicators,000,-,513.5,544.7,582.3,624.0,667.3,710.1
Guinea,Population Aged 60-64,Socio-economic indicators,000,-,214.1,219.6,223.6,226.9,230.4,234.7
Guinea-Bissau,Population Aged 60-64,Socio-economic indicators,000,-,33.3,33.5,33.4,33.2,33.2,33.4
Iran,Population Aged 60-64,Socio-economic indicators,000,-,"2,570.0","2,730.8","2,885.4","3,024.7","3,139.2","3,229.6"
Iraq,Population Aged 60-64,Socio-economic indicators,000,-,717.1,714.4,697.6,679.0,669.7,677.5
Israel,Population Aged 60-64,Socio-economic indicators,000,-,369.5,370.1,371.5,374.9,379.1,382.6
Jordan,Population Aged 60-64,Socio-economic indicators,000,-,170.2,179.9,190.5,202.0,214.7,228.6
Kenya,Population Aged 60-64,Socio-economic indicators,000,-,748.1,782.0,816.2,851.4,888.2,927.3
Kuwait,Population Aged 60-64,Socio-economic indicators,000,-,94.2,110.6,127.8,146.8,160.1,166.9
Lebanon,Population Aged 60-64,Socio-economic indicators,000,-,221.9,229.4,235.5,241.6,249.3,259.2
Lesotho,Population Aged 60-64,Socio-economic indicators,000,-,51.0,52.1,53.3,54.3,55.2,56.1
Liberia,Population Aged 60-64,Socio-economic indicators,000,-,85.1,88.4,91.5,94.3,97.3,100.6
Libya,Population Aged 60-64,Socio-economic indicators,000,-,139.3,144.6,150.1,156.4,163.9,173.2
Madagascar,Population Aged 60-64,Socio-economic indicators,000,-,462.0,481.1,497.8,513.4,529.3,546.7
Malawi,Population Aged 60-64,Socio-economic indicators,000,-,239.8,247.5,256.7,267.0,277.6,288.2
Mali,Population Aged 60-64,Socio-economic indicators,000,-,265.6,270.2,273.3,276.3,280.1,285.6
Mauritania,Population Aged 60-64,Socio-economic indicators,000,-,74.1,77.6,81.3,85.2,89.1,92.9
Mauritius,Population Aged 60-64,Socio-economic indicators,000,-,70.3,71.2,72.2,73.4,75.1,77.4
Morocco,Population Aged 60-64,Socio-economic indicators,000,-,"1,320.1","1,397.2","1,461.7","1,517.0","1,567.2","1,615.9"
Mozambique,Population Aged 60-64,Socio-economic indicators,000,-,437.3,444.8,453.4,463.3,475.0,488.7
Namibia,Population Aged 60-64,Socio-economic indicators,000,-,43.7,45.5,47.4,49.3,51.4,53.5
Niger,Population Aged 60-64,Socio-economic indicators,000,-,325.9,334.5,343.7,354.4,367.1,382.5
Nigeria,Population Aged 60-64,Socio-economic indicators,000,-,"3,231.4","3,327.3","3,432.2","3,542.8","3,656.6","3,772.2"
Oman,Population Aged 60-64,Socio-economic indicators,000,-,69.9,74.8,77.6,79.9,82.2,83.1
Qatar,Population Aged 60-64,Socio-economic indicators,000,-,44.3,50.3,55.8,62.1,68.9,71.7
Réunion,Population Aged 60-64,Socio-economic indicators,000,-,44.8,46.2,47.3,48.4,49.7,51.2
Rwanda,Population Aged 60-64,Socio-economic indicators,000,-,218.3,226.8,235.0,245.2,259.2,278.3
Sao Tomé e Príncipe,Population Aged 60-64,Socio-economic indicators,000,-,3.4,3.6,3.9,4.1,4.3,4.5
Saudi Arabia,Population Aged 60-64,Socio-economic indicators,000,-,744.6,786.9,823.8,856.8,861.8,919.5
Senegal,Population Aged 60-64,Socio-economic indicators,000,-,256.9,264.4,271.2,278.2,285.9,294.8
Seychelles,Population Aged 60-64,Socio-economic indicators,000,-,3.7,4.1,4.3,4.6,4.8,5.1
Sierra Leone,Population Aged 60-64,Socio-economic indicators,000,-,122.1,124.9,128.2,131.8,135.8,140.2
Somalia,Population Aged 60-64,Socio-economic indicators,000,-,239.6,245.5,251.3,257.1,262.9,268.7
South Africa,Population Aged 60-64,Socio-economic indicators,000,-,"1,636.0","1,684.0","1,723.4","1,759.0","1,793.8","1,831.7"
South Sudan,Population Aged 60-64,Socio-economic indicators,000,-,182.3,185.8,190.3,195.6,201.4,207.9
Sudan,Population Aged 60-64,Socio-economic indicators,000,-,769.3,794.3,820.0,846.8,875.1,905.3
Syria,Population Aged 60-64,Socio-economic indicators,000,-,422.1,429.9,437.8,448.6,465.1,490.0
Tanzania,Population Aged 60-64,Socio-economic indicators,000,-,798.1,830.6,867.5,907.1,948.2,989.5
Togo,Population Aged 60-64,Socio-economic indicators,000,-,130.2,134.3,138.5,143.1,148.0,153.3
Tunisia,Population Aged 60-64,Socio-economic indicators,000,-,480.0,498.8,513.1,525.4,538.0,552.8
Uganda,Population Aged 60-64,Socio-economic indicators,000,-,480.2,500.6,521.9,544.2,567.7,592.5
United Arab Emirates,Population Aged 60-64,Socio-economic indicators,000,-,82.1,97.5,116.6,141.9,167.6,197.3
Yemen,Population Aged 60-64,Socio-economic indicators,000,-,440.0,455.3,472.4,490.6,509.3,528.0
Zambia,Population Aged 60-64,Socio-economic indicators,000,-,198.8,207.2,216.5,226.6,237.6,249.1
Zimbabwe,Population Aged 60-64,Socio-economic indicators,000,-,221.8,227.8,232.1,235.9,240.4,246.2
North America,Population Aged 60-64,Socio-economic indicators,000,-,"21,841.2","22,404.9","22,861.4","23,186.1","23,484.9","23,702.7"
Canada,Population Aged 60-64,Socio-economic indicators,000,-,"2,313.2","2,388.1","2,457.5","2,513.7","2,560.2","2,597.1"
USA,Population Aged 60-64,Socio-economic indicators,000,-,"19,528.0","20,016.8","20,403.9","20,672.4","20,924.6","21,105.6"
Western Europe,Population Aged 60-64,Socio-economic indicators,000,-,"27,876.5","28,460.0","28,870.9","29,415.0","30,082.2","30,644.3"
Austria,Population Aged 60-64,Socio-economic indicators,000,-,484.3,505.0,523.6,543.2,565.6,587.2
Belgium,Population Aged 60-64,Socio-economic indicators,000,-,673.3,686.4,697.2,710.2,723.7,734.6
Cyprus,Population Aged 60-64,Socio-economic indicators,000,-,57.9,59.5,61.3,63.2,65.0,66.6
Denmark,Population Aged 60-64,Socio-economic indicators,000,-,336.9,339.9,341.6,342.7,344.4,348.1
Finland,Population Aged 60-64,Socio-economic indicators,000,-,371.7,371.7,367.2,362.6,359.6,357.3
France,Population Aged 60-64,Socio-economic indicators,000,-,"3,949.8","3,954.0","3,951.9","3,966.0","3,984.6","4,004.3"
Germany,Population Aged 60-64,Socio-economic indicators,000,-,"5,202.1","5,281.3","5,375.1","5,493.9","5,647.8","5,814.8"
Greece,Population Aged 60-64,Socio-economic indicators,000,-,644.9,653.2,659.6,671.9,682.6,687.7
Iceland,Population Aged 60-64,Socio-economic indicators,000,-,18.3,18.8,19.4,19.9,20.4,20.8
Ireland,Population Aged 60-64,Socio-economic indicators,000,-,234.8,240.7,244.8,251.3,257.3,263.0
Italy,Population Aged 60-64,Socio-economic indicators,000,-,"3,625.1","3,681.0","3,750.5","3,819.1","3,893.3","3,963.8"
Luxembourg,Population Aged 60-64,Socio-economic indicators,000,-,30.0,31.1,32.2,33.5,34.8,36.1
Malta,Population Aged 60-64,Socio-economic indicators,000,-,28.5,28.7,29.2,29.8,30.1,30.2
Netherlands,Population Aged 60-64,Socio-economic indicators,000,-,"1,053.8","1,068.3","1,079.7","1,096.8","1,117.8","1,137.7"
Norway,Population Aged 60-64,Socio-economic indicators,000,-,291.1,297.2,300.2,303.7,307.2,309.7
Portugal,Population Aged 60-64,Socio-economic indicators,000,-,651.9,653.4,659.1,668.8,676.8,686.4
Spain,Population Aged 60-64,Socio-economic indicators,000,-,"2,568.3","2,637.2","2,713.8","2,807.4","2,918.8","3,012.1"
Sweden,Population Aged 60-64,Socio-economic indicators,000,-,558.6,562.4,564.7,565.1,568.4,569.2
Switzerland,Population Aged 60-64,Socio-economic indicators,000,-,469.0,480.7,491.4,503.5,517.4,532.4
Turkey,Population Aged 60-64,Socio-economic indicators,000,-,"3,108.5","3,342.9","3,371.2","3,445.9","3,554.8","3,574.4"
United Kingdom,Population Aged 60-64,Socio-economic indicators,000,-,"3,518.0","3,566.5","3,637.1","3,716.5","3,811.7","3,908.1"
World,Population Aged 65+,Socio-economic indicators,000,-,"628,234.0","651,676.1","676,488.1","701,979.6","728,630.1","753,591.9"
Asia Pacific,Population Aged 65+,Socio-economic indicators,000,-,"328,785.3","343,860.2","360,014.5","376,539.7","393,639.9","409,647.4"
Afghanistan,Population Aged 65+,Socio-economic indicators,000,-,889.8,925.2,959.9,994.8,"1,031.2","1,070.0"
American Samoa,Population Aged 65+,Socio-economic indicators,000,-,2.6,2.6,2.6,2.6,2.7,2.7
Armenia,Population Aged 65+,Socio-economic indicators,000,-,322.0,326.4,332.0,339.5,349.7,362.8
Azerbaijan,Population Aged 65+,Socio-economic indicators,000,-,597.5,620.6,648.1,678.4,709.7,744.7
Bangladesh,Population Aged 65+,Socio-economic indicators,000,-,"8,098.6","8,209.1","8,318.6","8,445.5","8,608.3","8,827.3"
Bhutan,Population Aged 65+,Socio-economic indicators,000,-,43.0,44.1,45.3,46.5,47.9,49.4
Brunei Darussalam,Population Aged 65+,Socio-economic indicators,000,-,18.1,19.4,20.9,22.6,24.4,26.3
Cambodia,Population Aged 65+,Socio-economic indicators,000,-,669.8,703.7,739.8,776.2,811.4,844.7
China,Population Aged 65+,Socio-economic indicators,000,-,"139,032.7","147,380.7","156,504.3","165,686.0","174,637.5","182,625.6"
Fiji,Population Aged 65+,Socio-economic indicators,000,-,44.4,45.9,47.9,50.0,52.2,54.3
French Polynesia,Population Aged 65+,Socio-economic indicators,000,-,20.6,21.7,22.9,24.2,25.5,26.7
Guam,Population Aged 65+,Socio-economic indicators,000,-,15.0,15.7,16.4,17.1,17.8,18.5
"Hong Kong, China",Population Aged 65+,Socio-economic indicators,000,-,"1,163.2","1,221.7","1,266.2","1,322.0","1,371.8","1,441.1"
India,Population Aged 65+,Socio-economic indicators,000,-,"75,889.2","79,156.3","82,667.7","86,330.4","90,377.7","94,086.4"
Indonesia,Population Aged 65+,Socio-economic indicators,000,-,"14,434.8","15,014.8","15,653.1","16,357.1","17,129.5","17,968.9"
Japan,Population Aged 65+,Socio-economic indicators,000,-,"34,590.9","35,152.5","35,576.8","35,880.8","36,223.8","36,448.5"
Kazakhstan,Population Aged 65+,Socio-economic indicators,000,-,"1,226.1","1,278.5","1,340.7","1,407.9","1,473.4","1,537.1"
Kiribati,Population Aged 65+,Socio-economic indicators,000,-,4.1,4.3,4.6,4.8,5.0,5.3
Kyrgyzstan,Population Aged 65+,Socio-economic indicators,000,-,264.9,272.7,282.2,294.0,308.5,325.3
Laos,Population Aged 65+,Socio-economic indicators,000,-,267.0,276.6,287.0,298.1,309.9,322.4
"Macau, China",Population Aged 65+,Socio-economic indicators,000,-,56.3,61.2,66.4,71.9,77.7,83.8
Malaysia,Population Aged 65+,Socio-economic indicators,000,-,"1,949.9","2,050.5","2,151.1","2,240.8","2,335.5","2,441.1"
Maldives,Population Aged 65+,Socio-economic indicators,000,-,18.2,18.6,18.8,19.1,19.4,20.2
Mongolia,Population Aged 65+,Socio-economic indicators,000,-,119.5,123.8,129.0,134.8,141.4,148.6
Myanmar,Population Aged 65+,Socio-economic indicators,000,-,"2,828.2","2,951.7","3,090.4","3,239.1","3,393.0","3,547.9"
Nauru,Population Aged 65+,Socio-economic indicators,000,-,0.2,0.2,0.2,0.2,0.2,0.2
Nepal,Population Aged 65+,Socio-economic indicators,000,-,"1,526.5","1,562.9","1,604.7","1,650.1","1,698.1","1,752.2"
New Caledonia,Population Aged 65+,Socio-economic indicators,000,-,23.8,24.8,25.7,26.7,27.7,28.7
North Korea,Population Aged 65+,Socio-economic indicators,000,-,"2,441.8","2,422.6","2,401.4","2,392.2","2,410.0","2,470.8"
Pakistan,Population Aged 65+,Socio-economic indicators,000,-,"8,777.6","8,962.1","9,155.1","9,365.9","9,605.8","9,888.3"
Papua New Guinea,Population Aged 65+,Socio-economic indicators,000,-,272.2,282.5,294.2,306.6,319.6,332.7
Philippines,Population Aged 65+,Socio-economic indicators,000,-,"4,925.1","5,176.7","5,450.7","5,739.6","6,039.7","6,348.1"
Samoa,Population Aged 65+,Socio-economic indicators,000,-,8.9,9.1,9.4,9.7,10.1,10.4
Singapore,Population Aged 65+,Socio-economic indicators,000,-,578.4,626.5,685.0,753.3,812.8,874.4
Solomon Islands,Population Aged 65+,Socio-economic indicators,000,-,22.0,22.7,23.5,24.3,25.2,26.2
South Korea,Population Aged 65+,Socio-economic indicators,000,-,"6,762.8","7,075.5","7,366.7","7,677.8","8,117.1","8,529.8"
